YEAR,COUNTY,STATE,LOG RGDP,LOG TRI,REGION1,REGION2,REGION3,REGION4,REGION5 ,REGION6,REGION7,CUANTI
2020,NORFOLK,MA,14.45536244,10.7411705,1,0,0,0,0,0,0,40
2021,NORFOLK,MA,14.39047594,10.72450719,1,0,0,0,0,0,0,38
2022,NORFOLK,MA,14.4172845,11.16945717,1,0,0,0,0,0,0,42
2023,NORFOLK,MA,14.36863101,10.87942566,1,0,0,0,0,0,0,36
2001,MIDDLESEX,MA,15.07544064,13.31486941,1,0,0,0,0,0,0,150
2003,MIDDLESEX,MA,15.25573258,13.17494954,1,0,0,0,0,0,0,138
2004,MIDDLESEX,MA,15.1628112,13.09663869,1,0,0,0,0,0,0,132
2005,MIDDLESEX,MA,15.19813419,13.07287303,1,0,0,0,0,0,0,119
2006,MIDDLESEX,MA,15.37581978,13.23029617,1,0,0,0,0,0,0,112
2007,MIDDLESEX,MA,15.58165286,13.01712469,1,0,0,0,0,0,0,98
2008,MIDDLESEX,MA,15.46167242,13.00511036,1,0,0,0,0,0,0,94
2009,MIDDLESEX,MA,15.47911577,12.67494197,1,0,0,0,0,0,0,85
2010,MIDDLESEX,MA,15.50021511,12.68070351,1,0,0,0,0,0,0,84
2011,MIDDLESEX,MA,15.41274997,12.61068524,1,0,0,0,0,0,0,79
2012,MIDDLESEX,MA,15.43003352,12.83578036,1,0,0,0,0,0,0,73
2013,MIDDLESEX,MA,15.56099378,12.8525537,1,0,0,0,0,0,0,70
2014,MIDDLESEX,MA,15.77175512,12.67644266,1,0,0,0,0,0,0,69
2015,MIDDLESEX,MA,15.86317643,12.86340906,1,0,0,0,0,0,0,65
2016,MIDDLESEX,MA,15.76322879,12.72866918,1,0,0,0,0,0,0,64
2017,MIDDLESEX,MA,15.81948488,12.91660959,1,0,0,0,0,0,0,64
2018,MIDDLESEX,MA,15.98547093,13.17569053,1,0,0,0,0,0,0,62
2019,MIDDLESEX,MA,15.97780133,13.02360035,1,0,0,0,0,0,0,64
2020,MIDDLESEX,MA,16.12322249,13.09566403,1,0,0,0,0,0,0,66
2021,MIDDLESEX,MA,16.23162298,13.25662403,1,0,0,0,0,0,0,61
2022,MIDDLESEX,MA,16.37894746,13.15061944,1,0,0,0,0,0,0,58
2023,MIDDLESEX,MA,16.39002419,13.58961638,1,0,0,0,0,0,0,64
2001,AROOSTOOK,ME,12.38289159,14.82357798,1,0,0,0,0,0,0,24
2002,AROOSTOOK,ME,12.48670744,14.76436248,1,0,0,0,0,0,0,21
2003,AROOSTOOK,ME,12.44381708,14.66933594,1,0,0,0,0,0,0,21
2004,AROOSTOOK,ME,12.4010924,14.57114204,1,0,0,0,0,0,0,21
2005,AROOSTOOK,ME,12.42860401,14.71742243,1,0,0,0,0,0,0,20
2006,AROOSTOOK,ME,12.59162752,14.64517298,1,0,0,0,0,0,0,19
2007,AROOSTOOK,ME,12.60732556,14.61755479,1,0,0,0,0,0,0,19
2008,AROOSTOOK,ME,12.44969311,14.70267456,1,0,0,0,0,0,0,18
2009,AROOSTOOK,ME,12.2815372,14.50488958,1,0,0,0,0,0,0,19
2010,AROOSTOOK,ME,12.26705485,14.64424223,1,0,0,0,0,0,0,15
2011,AROOSTOOK,ME,12.2113487,14.73319772,1,0,0,0,0,0,0,15
2012,AROOSTOOK,ME,12.31369311,14.6256178,1,0,0,0,0,0,0,15
2013,AROOSTOOK,ME,12.20169307,14.73262791,1,0,0,0,0,0,0,12
2014,AROOSTOOK,ME,12.19920915,14.53038039,1,0,0,0,0,0,0,10
2015,AROOSTOOK,ME,12.11731793,14.54228931,1,0,0,0,0,0,0,10
2016,AROOSTOOK,ME,12.15338364,14.43750308,1,0,0,0,0,0,0,9
2017,AROOSTOOK,ME,12.12893239,14.70218421,1,0,0,0,0,0,0,8
2018,AROOSTOOK,ME,12.23522845,14.75805342,1,0,0,0,0,0,0,12
2019,AROOSTOOK,ME,12.20419589,14.65476218,1,0,0,0,0,0,0,12
2020,AROOSTOOK,ME,12.31844552,14.54473445,1,0,0,0,0,0,0,12
2021,AROOSTOOK,ME,12.096732,14.35112256,1,0,0,0,0,0,0,12
2022,AROOSTOOK,ME,12.19307859,14.42177091,1,0,0,0,0,0,0,12
2023,AROOSTOOK,ME,12.24803,14.35044837,1,0,0,0,0,0,0,11
2001,NEW CASTLE,DE,14.80289962,15.58473905,0,1,0,0,0,0,0,149
2002,NEW CASTLE,DE,14.51335071,15.59341376,0,1,0,0,0,0,0,148
2003,NEW CASTLE,DE,14.65866355,15.63671434,0,1,0,0,0,0,0,150
2004,NEW CASTLE,DE,15.02685463,15.55438862,0,1,0,0,0,0,0,137
2005,NEW CASTLE,DE,14.76309955,15.54711435,0,1,0,0,0,0,0,146
2008,NEW CASTLE,DE,14.39456588,15.56595916,0,1,0,0,0,0,0,136
2009,NEW CASTLE,DE,14.30334674,15.35633626,0,1,0,0,0,0,0,119
2010,NEW CASTLE,DE,14.17440524,15.49973929,0,1,0,0,0,0,0,97
2011,NEW CASTLE,DE,14.24381551,15.14246905,0,1,0,0,0,0,0,122
2012,NEW CASTLE,DE,14.02344625,15.67559219,0,1,0,0,0,0,0,122
2015,NEW CASTLE,DE,14.43200075,15.56040726,0,1,0,0,0,0,0,122
2017,NEW CASTLE,DE,14.17566165,15.33043242,0,1,0,0,0,0,0,95
2018,NEW CASTLE,DE,14.27272462,15.601118,0,1,0,0,0,0,0,99
2021,NEW CASTLE,DE,14.57274694,15.58099595,0,1,0,0,0,0,0,91
2022,NEW CASTLE,DE,14.52417128,15.52278339,0,1,0,0,0,0,0,86
2023,NEW CASTLE,DE,14.67773447,15.4014657,0,1,0,0,0,0,0,87
2001,ALLEGANY,MD,13.05688148,14.39697353,0,1,0,0,0,0,0,24
2002,ALLEGANY,MD,12.8397909,14.39498354,0,1,0,0,0,0,0,24
2003,ALLEGANY,MD,12.67444682,14.35337662,0,1,0,0,0,0,0,25
2004,ALLEGANY,MD,12.6113544,14.39004948,0,1,0,0,0,0,0,26
2005,ALLEGANY,MD,12.49471176,14.36489671,0,1,0,0,0,0,0,26
2006,ALLEGANY,MD,12.30907137,14.31724117,0,1,0,0,0,0,0,26
2007,ALLEGANY,MD,11.96472057,14.34031739,0,1,0,0,0,0,0,26
2008,ALLEGANY,MD,11.72939077,14.25494899,0,1,0,0,0,0,0,26
2009,ALLEGANY,MD,11.95867482,14.19000752,0,1,0,0,0,0,0,27
2010,ALLEGANY,MD,12.01714935,14.23781959,0,1,0,0,0,0,0,27
2011,ALLEGANY,MD,11.98561922,14.22260677,0,1,0,0,0,0,0,26
2012,ALLEGANY,MD,11.94360338,14.21215109,0,1,0,0,0,0,0,26
2013,ALLEGANY,MD,11.91493795,14.11851547,0,1,0,0,0,0,0,26
2014,ALLEGANY,MD,11.80050753,14.15189418,0,1,0,0,0,0,0,26
2015,ALLEGANY,MD,11.96433224,14.05430234,0,1,0,0,0,0,0,25
2016,ALLEGANY,MD,12.0368667,14.98179732,0,1,0,0,0,0,0,25
2017,ALLEGANY,MD,11.95429168,14.199589,0,1,0,0,0,0,0,25
2018,ALLEGANY,MD,11.99272471,14.18388337,0,1,0,0,0,0,0,26
2019,ALLEGANY,MD,11.88494409,13.36113246,0,1,0,0,0,0,0,26
2010,BALTIMORE CITY,MD,14.49041332,13.44836305,0,1,0,0,0,0,0,63
2011,BALTIMORE CITY,MD,14.3370108,13.38077597,0,1,0,0,0,0,0,65
2012,BALTIMORE CITY,MD,14.25105602,12.66675692,0,1,0,0,0,0,0,63
2013,BALTIMORE CITY,MD,14.35444481,13.05820022,0,1,0,0,0,0,0,64
2014,BALTIMORE CITY,MD,14.27114583,12.73754749,0,1,0,0,0,0,0,51
2015,BALTIMORE CITY,MD,14.16610757,12.64347256,0,1,0,0,0,0,0,49
2016,BALTIMORE CITY,MD,14.1770391,12.980269,0,1,0,0,0,0,0,49
2017,BALTIMORE CITY,MD,14.09795192,13.55586357,0,1,0,0,0,0,0,44
2018,BALTIMORE CITY,MD,14.10404477,13.20204763,0,1,0,0,0,0,0,43
2019,BALTIMORE CITY,MD,14.05526262,13.05936083,0,1,0,0,0,0,0,47
2020,BALTIMORE CITY,MD,14.11243974,12.81176197,0,1,0,0,0,0,0,47
2021,BALTIMORE CITY,MD,14.11257498,13.00551189,0,1,0,0,0,0,0,49
2022,BALTIMORE CITY,MD,14.07941133,12.1786754,0,1,0,0,0,0,0,52
2023,BALTIMORE CITY,MD,14.08061798,11.8494734,0,1,0,0,0,0,0,43
2006,ST. LOUIS CITY,MO,15.68875416,13.56891025,0,0,0,1,0,0,0,135
2008,ST. LOUIS CITY,MO,15.74377653,13.25291503,0,0,0,1,0,0,0,130
2009,ST. LOUIS CITY,MO,15.60846764,13.20318814,0,0,0,1,0,0,0,127
2010,ST. LOUIS CITY,MO,15.54649083,13.15608281,0,0,0,1,0,0,0,129
2011,ST. LOUIS CITY,MO,15.45670292,13.29620733,0,0,0,1,0,0,0,132
2012,ST. LOUIS CITY,MO,15.63738062,13.08445369,0,0,0,1,0,0,0,127
2013,ST. LOUIS CITY,MO,15.44768424,13.13295698,0,0,0,1,0,0,0,127
2014,ST. LOUIS CITY,MO,15.27194227,13.15784842,0,0,0,1,0,0,0,126
2015,ST. LOUIS CITY,MO,15.04041359,12.94028569,0,0,0,1,0,0,0,131
2016,ST. LOUIS CITY,MO,14.80988059,12.7531442,0,0,0,1,0,0,0,125
2017,ST. LOUIS CITY,MO,14.79179286,12.86878266,0,0,0,1,0,0,0,119
2018,ST. LOUIS CITY,MO,14.88746055,13.04394019,0,0,0,1,0,0,0,117
2019,ST. LOUIS CITY,MO,14.85373605,12.89366866,0,0,0,1,0,0,0,109
2020,ST. LOUIS CITY,MO,14.80726937,12.70792843,0,0,0,1,0,0,0,106
2022,ST. LOUIS CITY,MO,14.90868743,12.68573097,0,0,0,1,0,0,0,106
2023,ST. LOUIS CITY,MO,14.89574976,12.85228979,0,0,0,1,0,0,0,102
2001,ST. LOUIS ,MO,15.10759753,12.38250774,0,0,0,1,0,0,0,99
2002,ST. LOUIS ,MO,15.10266833,12.41723875,0,0,0,1,0,0,0,109
2003,ST. LOUIS ,MO,15.05648199,12.42536599,0,0,0,1,0,0,0,100
2004,ST. LOUIS ,MO,15.15756799,12.08641029,0,0,0,1,0,0,0,92
2005,ST. LOUIS ,MO,15.09081414,12.10468611,0,0,0,1,0,0,0,94
2006,ST. LOUIS ,MO,15.09509544,12.3150005,0,0,0,1,0,0,0,108
2007,ST. LOUIS ,MO,15.12826871,12.05877232,0,0,0,1,0,0,0,72
2008,ST. LOUIS ,MO,15.0094306,12.02256553,0,0,0,1,0,0,0,73
2009,ST. LOUIS ,MO,15.01521627,11.75956874,0,0,0,1,0,0,0,73
2010,ST. LOUIS ,MO,14.9870331,12.04113608,0,0,0,1,0,0,0,73
2011,ST. LOUIS ,MO,14.8666587,11.86426116,0,0,0,1,0,0,0,76
2012,ST. LOUIS ,MO,14.98999595,11.79892274,0,0,0,1,0,0,0,87
2013,ST. LOUIS ,MO,15.02790232,11.91038618,0,0,0,1,0,0,0,92
2014,ST. LOUIS ,MO,15.02089527,12.11449792,0,0,0,1,0,0,0,97
2015,ST. LOUIS ,MO,14.95144207,11.66347633,0,0,0,1,0,0,0,96
2016,ST. LOUIS ,MO,14.90814334,11.61285574,0,0,0,1,0,0,0,92
2017,ST. LOUIS ,MO,14.95086517,12.56240452,0,0,0,1,0,0,0,95
2018,ST. LOUIS ,MO,14.92262064,12.47181716,0,0,0,1,0,0,0,90
2019,ST. LOUIS ,MO,14.96129519,13.53362185,0,0,0,1,0,0,0,68
2020,ST. LOUIS ,MO,15.03702048,13.36651709,0,0,0,1,0,0,0,67
2021,ST. LOUIS ,MO,15.07691012,12.86137117,0,0,0,1,0,0,0,73
2022,ST. LOUIS ,MO,15.10558417,12.77986016,0,0,0,1,0,0,0,67
2023,ST. LOUIS ,MO,15.13322116,13.27976086,0,0,0,1,0,0,0,70
2001,BUCHANAN,MO,13.39068372,13.41652102,0,0,0,1,0,0,0,58
2002,BUCHANAN,MO,13.44176212,13.17318935,0,0,0,1,0,0,0,59
2003,BUCHANAN,MO,13.44877085,12.89547244,0,0,0,1,0,0,0,63
2004,BUCHANAN,MO,13.49413657,13.00481712,0,0,0,1,0,0,0,63
2005,BUCHANAN,MO,13.38400276,13.00292343,0,0,0,1,0,0,0,63
2006,BUCHANAN,MO,13.53580327,12.95960248,0,0,0,1,0,0,0,61
2007,BUCHANAN,MO,13.62274222,13.29950686,0,0,0,1,0,0,0,73
2008,BUCHANAN,MO,13.67913971,13.58083186,0,0,0,1,0,0,0,73
2009,BUCHANAN,MO,13.76017542,12.94599491,0,0,0,1,0,0,0,72
2010,BUCHANAN,MO,13.85816575,13.04016173,0,0,0,1,0,0,0,64
2011,BUCHANAN,MO,13.87918277,13.43022716,0,0,0,1,0,0,0,72
2012,BUCHANAN,MO,14.17095104,13.65793355,0,0,0,1,0,0,0,71
2013,BUCHANAN,MO,14.17305982,13.95786339,0,0,0,1,0,0,0,66
2014,BUCHANAN,MO,14.08210356,14.5207802,0,0,0,1,0,0,0,67
2015,BUCHANAN,MO,14.01201522,14.41009577,0,0,0,1,0,0,0,70
2016,BUCHANAN,MO,14.00147962,14.67874473,0,0,0,1,0,0,0,70
2017,BUCHANAN,MO,14.1487877,14.35030116,0,0,0,1,0,0,0,62
2018,BUCHANAN,MO,14.11710219,14.33145172,0,0,0,1,0,0,0,57
2019,BUCHANAN,MO,14.02508081,14.37223997,0,0,0,1,0,0,0,59
2020,BUCHANAN,MO,13.99787545,14.05737847,0,0,0,1,0,0,0,62
2021,BUCHANAN,MO,13.97540159,14.17634976,0,0,0,1,0,0,0,68
2022,BUCHANAN,MO,13.99209821,14.21600613,0,0,0,1,0,0,0,69
2023,BUCHANAN,MO,13.98400614,14.09386923,0,0,0,1,0,0,0,66
2001,YELLOWSTONE,MT,13.42894031,13.62584037,0,0,0,0,1,0,0,97
2002,YELLOWSTONE,MT,13.4122126,13.62704262,0,0,0,0,1,0,0,96
2003,YELLOWSTONE,MT,13.8508082,13.48300099,0,0,0,0,1,0,0,101
2004,YELLOWSTONE,MT,13.920275,13.40885729,0,0,0,0,1,0,0,100
2005,YELLOWSTONE,MT,13.6009637,13.5114365,0,0,0,0,1,0,0,102
2006,YELLOWSTONE,MT,13.74072667,13.49361668,0,0,0,0,1,0,0,105
2007,YELLOWSTONE,MT,14.13944307,13.36226962,0,0,0,0,1,0,0,112
2008,YELLOWSTONE,MT,13.759155,13.46702389,0,0,0,0,1,0,0,115
2009,YELLOWSTONE,MT,13.22807743,13.5208856,0,0,0,0,1,0,0,111
2010,YELLOWSTONE,MT,13.56317246,13.61136068,0,0,0,0,1,0,0,105
2011,YELLOWSTONE,MT,13.72760787,13.48180046,0,0,0,0,1,0,0,110
2012,YELLOWSTONE,MT,13.64052364,13.97447197,0,0,0,0,1,0,0,113
2013,YELLOWSTONE,MT,13.63769404,13.78914181,0,0,0,0,1,0,0,114
2014,YELLOWSTONE,MT,13.92118952,13.94170312,0,0,0,0,1,0,0,121
2015,YELLOWSTONE,MT,14.08674003,13.69840802,0,0,0,0,1,0,0,116
2016,YELLOWSTONE,MT,13.64189499,13.62780457,0,0,0,0,1,0,0,120
2017,YELLOWSTONE,MT,14.27648227,13.70519555,0,0,0,0,1,0,0,129
2018,YELLOWSTONE,MT,14.2470397,13.78072439,0,0,0,0,1,0,0,121
2019,YELLOWSTONE,MT,13.97161134,13.58098254,0,0,0,0,1,0,0,120
2020,YELLOWSTONE,MT,13.65031511,13.36576191,0,0,0,0,1,0,0,119
2021,YELLOWSTONE,MT,13.69407373,13.42103973,0,0,0,0,1,0,0,114
2022,YELLOWSTONE,MT,13.6526398,13.36755685,0,0,0,0,1,0,0,113
2023,YELLOWSTONE,MT,13.78826063,13.42396428,0,0,0,0,1,0,0,109
2001,SALT LAKE,UT,14.39936171,13.11046642,0,0,0,0,1,0,0,80
2002,SALT LAKE,UT,14.39272936,12.6603154,0,0,0,0,1,0,0,79
2003,SALT LAKE,UT,14.50756664,13.67984818,0,0,0,0,1,0,0,81
2004,SALT LAKE,UT,14.64810267,13.79596761,0,0,0,0,1,0,0,86
2005,SALT LAKE,UT,14.60370879,12.80233676,0,0,0,0,1,0,0,92
2006,SALT LAKE,UT,14.68405244,12.81004492,0,0,0,0,1,0,0,96
2007,SALT LAKE,UT,14.68685748,13.72998002,0,0,0,0,1,0,0,95
2008,SALT LAKE,UT,14.62201276,13.71359779,0,0,0,0,1,0,0,87
2009,SALT LAKE,UT,14.84682318,13.48347704,0,0,0,0,1,0,0,82
2010,SALT LAKE,UT,14.92000485,13.60631815,0,0,0,0,1,0,0,87
2011,SALT LAKE,UT,14.92061142,13.88917432,0,0,0,0,1,0,0,95
2012,SALT LAKE,UT,14.68366259,14.05326899,0,0,0,0,1,0,0,100
2013,SALT LAKE,UT,14.78695857,14.1053195,0,0,0,0,1,0,0,107
2014,SALT LAKE,UT,14.79758603,14.23665013,0,0,0,0,1,0,0,105
2015,SALT LAKE,UT,14.78663714,14.24417991,0,0,0,0,1,0,0,107
2016,SALT LAKE,UT,14.7640307,13.65234335,0,0,0,0,1,0,0,115
2017,SALT LAKE,UT,14.95146841,13.75413899,0,0,0,0,1,0,0,117
2018,SALT LAKE,UT,15.05036323,13.81984413,0,0,0,0,1,0,0,113
2019,SALT LAKE,UT,15.19165003,13.6843563,0,0,0,0,1,0,0,114
2020,SALT LAKE,UT,15.02595637,13.47142804,0,0,0,0,1,0,0,109
2021,SALT LAKE,UT,15.26061943,13.5297505,0,0,0,0,1,0,0,111
2022,SALT LAKE,UT,15.24095808,13.74394471,0,0,0,0,1,0,0,105
2023,SALT LAKE,UT,15.3000569,13.66432543,0,0,0,0,1,0,0,112
2001,DAVIS,UT,12.94156306,11.94217225,0,0,0,0,1,0,0,68
2002,DAVIS,UT,12.80568632,12.12141881,0,0,0,0,1,0,0,66
2003,DAVIS,UT,12.97950866,11.88897632,0,0,0,0,1,0,0,61
2004,DAVIS,UT,13.08407359,12.01057507,0,0,0,0,1,0,0,61
2005,DAVIS,UT,13.15037924,11.6708642,0,0,0,0,1,0,0,56
2006,DAVIS,UT,13.32658177,11.81585633,0,0,0,0,1,0,0,71
2007,DAVIS,UT,13.38282738,12.09410758,0,0,0,0,1,0,0,72
2008,DAVIS,UT,13.39220118,12.09299704,0,0,0,0,1,0,0,74
2009,DAVIS,UT,13.5004984,12.00673932,0,0,0,0,1,0,0,69
2010,DAVIS,UT,13.56440339,12.0109248,0,0,0,0,1,0,0,71
2011,DAVIS,UT,13.36796016,11.77789907,0,0,0,0,1,0,0,72
2012,DAVIS,UT,13.12431148,11.97039927,0,0,0,0,1,0,0,74
2013,DAVIS,UT,13.91137786,12.05435814,0,0,0,0,1,0,0,74
2014,DAVIS,UT,13.77813885,12.15728035,0,0,0,0,1,0,0,75
2015,DAVIS,UT,13.48021263,12.41153896,0,0,0,0,1,0,0,76
2016,DAVIS,UT,13.36691611,12.68316112,0,0,0,0,1,0,0,73
2017,DAVIS,UT,13.48029933,12.78454656,0,0,0,0,1,0,0,76
2018,DAVIS,UT,13.81647609,12.9810872,0,0,0,0,1,0,0,75
2019,DAVIS,UT,14.08304375,13.01072299,0,0,0,0,1,0,0,76
2020,DAVIS,UT,13.76071957,12.87724992,0,0,0,0,1,0,0,75
2021,DAVIS,UT,14.22862566,12.91226519,0,0,0,0,1,0,0,73
2022,DAVIS,UT,14.22442239,13.12242151,0,0,0,0,1,0,0,73
2023,DAVIS,UT,14.33771045,13.27304847,0,0,0,0,1,0,0,74
2002,POWER,ID,11.72521836,12.68910161,0,0,0,0,1,0,0,17
2003,POWER,ID,11.60096381,12.5663434,0,0,0,0,1,0,0,12
2004,POWER,ID,11.58029435,12.74411006,0,0,0,0,1,0,0,12
2005,POWER,ID,11.24568634,12.70330065,0,0,0,0,1,0,0,11
2006,POWER,ID,11.64869685,12.66350657,0,0,0,0,1,0,0,11
2008,POWER,ID,12.02881027,12.83903326,0,0,0,0,1,0,0,11
2009,POWER,ID,11.69348714,14.66278966,0,0,0,0,1,0,0,10
2010,POWER,ID,11.48220849,14.93092966,0,0,0,0,1,0,0,11
2011,POWER,ID,11.69147324,15.30173979,0,0,0,0,1,0,0,20
2012,POWER,ID,11.79663717,15.31738542,0,0,0,0,1,0,0,19
2013,POWER,ID,11.74389432,15.26414543,0,0,0,0,1,0,0,20
2014,POWER,ID,11.41023915,15.23448346,0,0,0,0,1,0,0,20
2015,POWER,ID,11.47224929,15.1295942,0,0,0,0,1,0,0,19
2016,POWER,ID,11.42152264,15.12997023,0,0,0,0,1,0,0,19
2017,POWER,ID,11.46711187,15.09994661,0,0,0,0,1,0,0,19
2018,POWER,ID,11.65610764,15.21533538,0,0,0,0,1,0,0,19
2019,POWER,ID,11.50962001,15.27143684,0,0,0,0,1,0,0,18
2020,POWER,ID,11.48905277,15.16447468,0,0,0,0,1,0,0,18
2021,POWER,ID,11.41728423,15.22562245,0,0,0,0,1,0,0,18
2022,POWER,ID,11.50903792,14.7994522,0,0,0,0,1,0,0,20
2023,POWER,ID,11.60636116,14.92325815,0,0,0,0,1,0,0,20
2013,CARIBOU,ID,12.20334393,15.73262458,0,0,0,0,1,0,0,33
2014,CARIBOU,ID,11.47558698,15.63449624,0,0,0,0,1,0,0,33
2015,CARIBOU,ID,11.73242238,15.74811209,0,0,0,0,1,0,0,34
2016,CARIBOU,ID,11.69973693,15.50416782,0,0,0,0,1,0,0,34
2017,CARIBOU,ID,11.88107631,15.72673806,0,0,0,0,1,0,0,34
2018,CARIBOU,ID,12.14261088,15.71010419,0,0,0,0,1,0,0,37
2019,CARIBOU,ID,11.86328652,15.71471064,0,0,0,0,1,0,0,37
2020,CARIBOU,ID,11.91218469,15.66629114,0,0,0,0,1,0,0,37
2021,CARIBOU,ID,12.17037293,15.43915059,0,0,0,0,1,0,0,37
2022,CARIBOU,ID,12.31808797,15.45420861,0,0,0,0,1,0,0,37
2023,CARIBOU,ID,12.3282062,15.36390793,0,0,0,0,1,0,0,37
2001,CANYON,ID,12.73950285,13.74241392,0,0,0,0,1,0,0,13
2002,CANYON,ID,12.77767347,14.00037056,0,0,0,0,1,0,0,13
2003,CANYON,ID,12.79522504,13.90507042,0,0,0,0,1,0,0,13
2004,CANYON,ID,12.66799055,13.9244058,0,0,0,0,1,0,0,21
2005,CANYON,ID,12.51266356,13.26329996,0,0,0,0,1,0,0,25
2006,CANYON,ID,12.77952371,13.36695676,0,0,0,0,1,0,0,22
2007,CANYON,ID,12.89881725,13.44458717,0,0,0,0,1,0,0,22
2008,CANYON,ID,12.88063316,13.28893664,0,0,0,0,1,0,0,22
2009,CANYON,ID,12.87564153,13.08812338,0,0,0,0,1,0,0,27
2010,CANYON,ID,12.92428554,13.53127033,0,0,0,0,1,0,0,33
2011,CANYON,ID,13.01261547,13.51055529,0,0,0,0,1,0,0,28
2012,CANYON,ID,13.05610391,13.63995789,0,0,0,0,1,0,0,24
2013,CANYON,ID,12.96179548,13.66572868,0,0,0,0,1,0,0,32
2014,CANYON,ID,12.93362125,13.82341794,0,0,0,0,1,0,0,32
2015,CANYON,ID,12.92252367,13.90995572,0,0,0,0,1,0,0,32
2016,CANYON,ID,12.82585312,14.04623909,0,0,0,0,1,0,0,25
2017,CANYON,ID,12.96956179,14.03969584,0,0,0,0,1,0,0,28
2018,CANYON,ID,13.034144,13.79962171,0,0,0,0,1,0,0,23
2019,CANYON,ID,13.12181523,14.00199588,0,0,0,0,1,0,0,25
2020,CANYON,ID,13.23620086,14.00549567,0,0,0,0,1,0,0,25
2021,CANYON,ID,13.2425932,14.03247588,0,0,0,0,1,0,0,26
2022,CANYON,ID,13.33709565,13.80125322,0,0,0,0,1,0,0,27
2023,CANYON,ID,13.3475672,13.80097463,0,0,0,0,1,0,0,23
2013,GOODING,ID,11.28037531,13.697192,0,0,0,0,1,0,0,6
2014,GOODING,ID,11.16943466,13.77606262,0,0,0,0,1,0,0,6
2015,GOODING,ID,11.21695581,14.10362504,0,0,0,0,1,0,0,6
2016,GOODING,ID,11.16868715,14.31138659,0,0,0,0,1,0,0,4
2017,GOODING,ID,11.43094505,14.38381138,0,0,0,0,1,0,0,5
2018,GOODING,ID,11.76324829,14.03680039,0,0,0,0,1,0,0,5
2019,GOODING,ID,12.01362802,13.92313192,0,0,0,0,1,0,0,6
2020,GOODING,ID,12.27865374,13.99596454,0,0,0,0,1,0,0,5
2021,GOODING,ID,12.1501,13.98979154,0,0,0,0,1,0,0,6
2022,GOODING,ID,12.25628561,13.98713679,0,0,0,0,1,0,0,6
2023,GOODING,ID,12.31099557,13.93766359,0,0,0,0,1,0,0,6
2001,MORGAN,CO,12.44434911,14.98674483,0,0,0,0,1,0,0,9
2002,MORGAN,CO,12.31406569,15.33519331,0,0,0,0,1,0,0,9
2003,MORGAN,CO,12.30940511,14.72674847,0,0,0,0,1,0,0,8
2004,MORGAN,CO,12.26682432,14.76252718,0,0,0,0,1,0,0,8
2005,MORGAN,CO,12.34602587,14.97674068,0,0,0,0,1,0,0,8
2006,MORGAN,CO,12.49320081,14.80302785,0,0,0,0,1,0,0,9
2007,MORGAN,CO,12.75321959,14.82813004,0,0,0,0,1,0,0,10
2008,MORGAN,CO,12.78183171,14.60545641,0,0,0,0,1,0,0,10
2009,MORGAN,CO,12.76428173,13.93310246,0,0,0,0,1,0,0,10
2010,MORGAN,CO,12.63993083,12.99346876,0,0,0,0,1,0,0,9
2011,MORGAN,CO,12.50345502,14.50297708,0,0,0,0,1,0,0,9
2012,MORGAN,CO,12.52798946,14.31293771,0,0,0,0,1,0,0,11
2013,MORGAN,CO,12.63442386,14.51352696,0,0,0,0,1,0,0,11
2014,MORGAN,CO,12.54959852,14.54096548,0,0,0,0,1,0,0,12
2015,MORGAN,CO,12.52371878,14.22735879,0,0,0,0,1,0,0,13
2016,MORGAN,CO,12.54078619,14.20830563,0,0,0,0,1,0,0,11
2017,MORGAN,CO,12.52031388,13.84940791,0,0,0,0,1,0,0,13
2018,MORGAN,CO,12.44775921,12.22319101,0,0,0,0,1,0,0,13
2019,MORGAN,CO,12.41031468,13.08359228,0,0,0,0,1,0,0,10
2020,MORGAN,CO,12.42067583,13.53137751,0,0,0,0,1,0,0,10
2021,MORGAN,CO,12.4624111,13.30474881,0,0,0,0,1,0,0,10
2022,MORGAN,CO,12.55520018,13.28011843,0,0,0,0,1,0,0,10
2023,MORGAN,CO,12.46844845,13.38889841,0,0,0,0,1,0,0,10
2001,SWEETWATER,WY,13.75999151,11.85045031,0,0,0,0,1,0,0,9
2002,SWEETWATER,WY,13.05372259,11.93540404,0,0,0,0,1,0,0,9
2003,SWEETWATER,WY,13.00116928,11.83506028,0,0,0,0,1,0,0,9
2004,SWEETWATER,WY,12.73236799,14.58317352,0,0,0,0,1,0,0,17
2005,SWEETWATER,WY,12.78597834,14.57576354,0,0,0,0,1,0,0,17
2006,SWEETWATER,WY,12.89333002,14.5636911,0,0,0,0,1,0,0,17
2007,SWEETWATER,WY,12.86260771,14.43363002,0,0,0,0,1,0,0,17
2008,SWEETWATER,WY,12.88661573,14.27894485,0,0,0,0,1,0,0,17
2009,SWEETWATER,WY,13.04063041,14.31771373,0,0,0,0,1,0,0,17
2010,SWEETWATER,WY,13.05605476,14.52326737,0,0,0,0,1,0,0,17
2011,SWEETWATER,WY,12.94956354,14.47844344,0,0,0,0,1,0,0,17
2012,SWEETWATER,WY,12.91757778,14.51094929,0,0,0,0,1,0,0,17
2013,SWEETWATER,WY,12.8742558,14.48273628,0,0,0,0,1,0,0,18
2014,SWEETWATER,WY,12.78005333,14.58402918,0,0,0,0,1,0,0,20
